state,year,month,renewable_generation,consumption,surplus_energy
KARNATAKA,2024,11,50445.397714869556,45749.19622313155,4696.201491738013
KARNATAKA,2024,12,30795.4609299578,30511.33830868819,284.1226212696109
KARNATAKA,2025,1,33143.0118737083,31922.107308841667,1220.9045648666342
KARNATAKA,2025,2,43712.6311805084,41792.00496825601,1920.6262122523885
KARNATAKA,2025,3,41013.70883495144,37803.09085035536,3210.617984596077
KARNATAKA,2025,4,38026.53815012585,34124.4600186917,3902.0781314341525
KARNATAKA,2025,5,36546.1904853935,35957.57759219643,588.612893197067
KARNATAKA,2025,6,36119.78890762786,33256.058465249895,2863.7304423779606
KARNATAKA,2025,7,46292.382344756574,42514.35774602299,3778.024598733584
KARNATAKA,2025,8,47986.070735169946,45382.02915058057,2604.041584589372
KARNATAKA,2025,9,39201.58504018413,38906.11587763385,295.4691625502811
KARNATAKA,2025,10,47749.87466054229,43332.91107695507,4416.963583587228
KARNATAKA,2025,11,43086.72296903895,45960.11133256121,-2873.388363522263
KARNATAKA,2025,12,49090.66960422775,48174.7991451177,915.870459110042
KARNATAKA,2026,1,38022.79689259376,38364.359811236056,-341.5629186422942
KARNATAKA,2026,2,38375.91353322738,39632.475436448854,-1256.5619032214745
KARNATAKA,2026,3,34203.3441190953,35801.068481121685,-1597.724362026384
KARNATAKA,2026,4,41939.94883001316,40140.833745411,1799.11508460216
KARNATAKA,2026,5,41081.31069155973,37061.826340726315,4019.484350833418
KARNATAKA,2026,6,49238.483680017096,41647.14074368469,7591.342936332403
KARNATAKA,2026,7,40784.382043540005,39694.93132812165,1089.4507154183573
KARNATAKA,2026,8,52382.050568137056,47119.60895854991,5262.441609587154
KARNATAKA,2026,9,29847.560962882813,34187.216434908325,-4339.655472025515
KARNATAKA,2026,10,36472.489559493646,37877.0784443471,-1404.5888848534582
KARNATAKA,2026,11,36065.67002022469,34348.64589385111,1717.0241263735786
KARNATAKA,2026,12,37121.24038796366,37771.43769951527,-650.1973115516118
KARNATAKA,2027,1,38308.86305143295,37045.403771165555,1263.459280267395
KARNATAKA,2027,2,40679.16729647391,37899.86756247205,2779.2997340018587
KARNATAKA,2027,3,37751.405788163196,36945.179416533414,806.2263716297855
KARNATAKA,2027,4,30715.87968700298,30369.79026543242,346.08942157056026
KARNATAKA,2027,5,44389.24139939286,39698.942990414835,4690.298408978019
KARNATAKA,2027,6,33037.409100267025,37410.95306453508,-4373.543964268057
KARNATAKA,2027,7,37266.28023255114,38673.183420120055,-1406.9031875689147
KARNATAKA,2027,8,40994.62096667319,40691.60492221938,303.01604445380485
KARNATAKA,2027,9,44170.44348111577,37050.26355220325,7120.179928912524
KARNATAKA,2027,10,41445.0525525056,42228.27038243288,-783.217829927283
KARNATAKA,2027,11,41944.1192641068,39124.464115243274,2819.655148863521
KARNATAKA,2027,12,28878.83134115803,27628.898105295342,1249.933235862688
KARNATAKA,2028,1,38664.90115907184,36636.458664594415,2028.442494477419
KARNATAKA,2028,2,40190.08511265871,40893.859043538774,-703.7739308800637
KARNATAKA,2028,3,32197.991805507147,32748.3453335262,-550.353528019052
KARNATAKA,2028,4,32430.216159359796,36425.3944095343,-3995.17825017451
KARNATAKA,2028,5,34555.54852524039,31245.611389494734,3309.937135745653
KARNATAKA,2028,6,41445.42278832011,40096.86423060694,1348.558557713172
KARNATAKA,2028,7,35590.0223260255,33718.676890654024,1871.3454353714774
KARNATAKA,2028,8,41964.530855684156,42169.441118275376,-204.91026259121577
KARNATAKA,2028,9,30239.802235014646,33275.79692953739,-3035.994694522744
KARNATAKA,2028,10,37785.27499431583,36197.03508891552,1588.239905400299
KARNATAKA,2028,11,35859.02662825246,36108.843348867194,-249.81672061472887
KARNATAKA,2028,12,36328.345129765075,35201.5233736266,1126.821756138469
KARNATAKA,2029,1,27207.601138554262,33814.344759517175,-6606.74362096291
KARNATAKA,2029,2,27159.65804297121,26067.57647464802,1092.0815683231885
KARNATAKA,2029,3,43200.720526139805,42969.594471088116,231.1260550516854
KARNATAKA,2029,4,40831.87777738189,39449.98992155531,1381.8878558265767
KARNATAKA,2029,5,38535.8264407283,40548.153154657106,-2012.3267139288039
KARNATAKA,2029,6,33934.64745546028,33801.764797552256,132.88265790802302
KARNATAKA,2029,7,45592.34424134243,43297.9118201808,2294.432421161622
KARNATAKA,2029,8,45499.18070800243,43157.68287059484,2341.497837407586
KARNATAKA,2029,9,36411.14607712984,36827.548723903485,-416.40264677365064
KARNATAKA,2029,10,37900.52572646118,35429.730070029356,2470.7956564318265
KARNATAKA,2029,11,41239.36118309595,34256.96487416893,6982.396308927022
KARNATAKA,2029,12,44994.441179915826,51297.22454121545,-6302.783361299619
KARNATAKA,2030,1,36121.15837977165,31300.39482363654,4820.763556135114
KARNATAKA,2030,2,34448.643885697755,34936.6442027065,-488.0003170087419
KARNATAKA,2030,3,42709.67477406191,42846.7924168651,-137.11764280319267
KARNATAKA,2030,4,43873.55561008323,42802.02665727499,1071.5289528082387
KARNATAKA,2030,5,33718.19021432759,35984.06816904444,-2265.8779547168524
KARNATAKA,2030,6,38660.59553073037,37031.34545480627,1629.2500759240952
KARNATAKA,2030,7,36420.90363914832,34420.39664376909,2000.5069953792247
KARNATAKA,2030,8,35434.94234935638,36659.38500848136,-1224.442659124973
KARNATAKA,2030,9,29223.372768124278,31239.11979239617,-2015.7470242718944
KARNATAKA,2030,10,41328.322136804614,42175.712576313366,-847.3904395087541
KARNATAKA,2030,11,36562.215944875716,39661.50313794792,-3099.2871930722004
KARNATAKA,2030,12,50895.67162337012,48573.16239435989,2322.509229010233
KARNATAKA,2031,1,33801.80740289417,33706.09305612826,95.71434676591139
KARNATAKA,2031,2,29345.296750299793,26875.72694730084,2469.569802998956
KARNATAKA,2031,3,42201.34060061452,41235.135342263624,966.2052583508943
KARNATAKA,2031,4,46176.75978644885,40009.999553158035,6166.760233290815
KARNATAKA,2031,5,35044.81254599504,34728.42524026355,316.3873057314888
KARNATAKA,2031,6,39232.03704260942,39855.65578819429,-623.6187455848674
KARNATAKA,2031,7,44636.08463528527,39052.91580466269,5583.168830622576
KARNATAKA,2031,8,36703.85744516438,34005.7207260416,2698.1367191227732
KARNATAKA,2031,9,56598.13471181977,53230.82437982074,3367.310331999026
KARNATAKA,2031,10,46379.75134993033,46311.38801335969,68.3633365706392
KARNATAKA,2031,11,43194.613385805154,40239.923455217075,2954.689930588076
KARNATAKA,2031,12,39474.70390265608,36735.82030598487,2738.8835966712168
KARNATAKA,2032,1,39773.116303154064,38919.941376533934,853.1749266201268
KARNATAKA,2032,2,38410.12863759243,36141.08617524747,2269.0424623449676
KARNATAKA,2032,3,37513.090319882045,34344.60672976033,3168.483590121712
KARNATAKA,2032,4,39506.088745521156,37255.38191118496,2250.7068343361966
KARNATAKA,2032,5,48375.0429663848,49718.3591684596,-1343.3162020748064
KARNATAKA,2032,6,41582.573697698965,45938.58050815129,-4356.006810452323
KARNATAKA,2032,7,41834.03255999926,38983.19475054468,2850.837809454576
KARNATAKA,2032,8,41990.05403369597,41960.31145645742,29.7425772385414
KARNATAKA,2032,9,31448.723594461124,33048.44814043296,-1599.7245459718413
KARNATAKA,2032,10,30320.900257693196,27206.651669543215,3114.248588149983
KARNATAKA,2032,11,45334.40318689064,45051.66975663996,282.7334302506781
KARNATAKA,2032,12,36875.01653877211,35638.89136830966,1236.1251704624533
KARNATAKA,2033,1,32385.66082950844,32451.060712430823,-65.39988292238172
KARNATAKA,2033,2,31471.72330523817,35002.064818231665,-3530.3415129934983
KARNATAKA,2033,3,35054.62735206003,38268.38432967677,-3213.7569776167406
KARNATAKA,2033,4,37059.948868180385,32652.42792448556,4407.520943694826
KARNATAKA,2033,5,42021.71520263933,36529.38349043365,5492.331712205685
KARNATAKA,2033,6,40098.34757628287,37104.4033477979,2993.944228484963
KARNATAKA,2033,7,44018.93840923569,39808.38039565564,4210.558013580059
KARNATAKA,2033,8,29105.73120167181,31325.22611020638,-2219.494908534568
KARNATAKA,2033,9,40787.26722594545,39424.10925240454,1363.1579735409146
KARNATAKA,2033,10,37890.55957188905,37390.769969634275,499.78960225477533
KARNATAKA,2033,11,31639.321735201098,33096.0350005785,-1456.7132653773995
KARNATAKA,2033,12,39569.221284544474,42003.80973539445,-2434.58845084998
KARNATAKA,2034,1,39635.63829100952,41225.59440256055,-1589.9561115510319
KARNATAKA,2034,2,35301.11861892889,34318.01778102311,983.1008379057777
KARNATAKA,2034,3,43431.77366154658,39065.87216258192,4365.901498964657
KARNATAKA,2034,4,37995.94016309216,39031.92726616361,-1035.9871030714596
KARNATAKA,2034,5,41579.00718028302,40078.57067096001,1500.4365093230042
KARNATAKA,2034,6,34721.95327439832,40152.9806379608,-5431.027363562477
KARNATAKA,2034,7,37794.8478608304,37849.21405182913,-54.366190998728825
KARNATAKA,2034,8,56638.544768089334,48936.48447107081,7702.060297018522
KARNATAKA,2034,9,32623.510102947952,28616.440059430708,4007.070043517245
KARNATAKA,2034,10,55456.934058182705,50680.72607474737,4776.207983435338
KARNATAKA,2034,11,37989.89512395785,34654.679707276926,3335.2154166809196
KARNATAKA,2034,12,45765.44263445297,45100.03184571577,665.4107887372004
KARNATAKA,2035,1,44629.765465733406,41549.062158271045,3080.703307462361
KARNATAKA,2035,2,26877.360050739546,29216.231647188633,-2338.8715964490866
KARNATAKA,2035,3,43579.74872716777,43297.81443581844,281.9342913493237
KARNATAKA,2035,4,40777.23807496132,45067.35641049436,-4290.118335533038
KARNATAKA,2035,5,40919.38637655105,42481.571126675546,-1562.1847501244988
KARNATAKA,2035,6,35098.55754069647,35027.74605081367,70.81148988279983
KARNATAKA,2035,7,43832.57651237069,48148.883548305916,-4316.307035935229
KARNATAKA,2035,8,31491.1974867246,38447.30811845827,-6956.1106317336735
KARNATAKA,2035,9,52563.20814943386,49756.27656363066,2806.931585803208
KARNATAKA,2035,10,37533.643617551636,37282.220538979695,251.42307857194356
KARNATAKA,2035,11,48106.58415859291,44213.35863914511,3893.225519447795
KARNATAKA,2035,12,37321.581436041146,37176.01642522396,145.56501081718238
KARNATAKA,2036,1,41784.09255783159,40806.3545667161,977.7379911154884
KARNATAKA,2036,2,35979.18321769143,34484.80883351816,1494.3743841732726
KARNATAKA,2036,3,35430.662569316584,31712.614242170017,3718.048327146564
KARNATAKA,2036,4,47591.1768156737,41391.81919064158,6199.357625032122
KARNATAKA,2036,5,38581.31657280936,35397.94324365655,3183.3733291528083
KARNATAKA,2036,6,31852.32008799456,30431.347067933708,1420.9730200608556
KARNATAKA,2036,7,38695.750433353,34383.38891520148,4312.361518151525
KARNATAKA,2036,8,40768.31312174699,39313.51602425029,1454.797097496704
KARNATAKA,2036,9,43341.11082469107,42195.5299562291,1145.5808684619842
KARNATAKA,2036,10,45177.481937184646,38949.86263195603,6227.619305228615
KARNATAKA,2036,11,40628.82786799458,38452.546153222414,2176.281714772166
KARNATAKA,2036,12,42077.46244951769,38509.644777664595,3567.817671853099
KARNATAKA,2037,1,49407.18380909208,41961.05136201042,7446.13244708166
KARNATAKA,2037,2,26797.269349774775,26904.270212663498,-107.00086288872399
KARNATAKA,2037,3,38864.220943762106,41075.69519734941,-2211.4742535873056
KARNATAKA,2037,4,35538.704849259084,40592.07589553374,-5053.371046274651
KARNATAKA,2037,5,38746.99635709463,35873.68820759099,2873.308149503639
KARNATAKA,2037,6,37108.62940084856,36777.82221159437,330.8071892541871
KARNATAKA,2037,7,49740.80281197484,53296.05032486517,-3555.2475128903347
KARNATAKA,2037,8,37946.914915475216,36176.88906117699,1770.025854298226
KARNATAKA,2037,9,47674.53762195112,45082.70606856951,2591.8315533816126
KARNATAKA,2037,10,50976.33165844935,48443.29532105978,2533.036337389569
KARNATAKA,2037,11,43071.76436589588,39721.93495649768,3349.8294093981967
KARNATAKA,2037,12,33901.02629165683,31773.795873067633,2127.2304185891962
KARNATAKA,2038,1,35917.38731157138,36471.92262677982,-554.5353152084359
KARNATAKA,2038,2,45343.99276199648,40881.600585504435,4462.392176492052
KARNATAKA,2038,3,45764.89059817687,39325.37398108728,6439.516617089588
KARNATAKA,2038,4,30604.754588702574,35204.774378092494,-4600.019789389922
KARNATAKA,2038,5,36956.958949395346,38017.51224005625,-1060.5532906608948
KARNATAKA,2038,6,37204.68578128146,31722.746597641883,5481.939183639582
KARNATAKA,2038,7,44387.68538347392,40790.991623872134,3596.6937596017938
KARNATAKA,2038,8,49372.07184131385,45045.675369361794,4326.396471952054
KARNATAKA,2038,9,35197.42653884022,36425.77787946045,-1228.3513406202367
KARNATAKA,2038,10,35616.85387177272,36309.11299561681,-692.2591238440905
KARNATAKA,2038,11,41425.10588267738,37035.661747786144,4389.444134891232
KARNATAKA,2038,12,39576.04963518983,40413.45057934545,-837.4009441556204
KARNATAKA,2039,1,39430.955419760416,33274.623296687256,6156.332123073157
KARNATAKA,2039,2,41880.57152593247,41995.508792751825,-114.93726681934936
KARNATAKA,2039,3,39756.58645093782,38832.14128543974,924.4451654980822
KARNATAKA,2039,4,46566.479355193165,39870.02670328404,6696.452651909121
KARNATAKA,2039,5,33269.98850115447,32001.35838453304,1268.6301166214282
KARNATAKA,2039,6,37425.86282447023,34018.26165738164,3407.6011670885823
KARNATAKA,2039,7,47736.629833955165,47311.225227460105,425.4046064950609
KARNATAKA,2039,8,52972.6360282443,50603.56346299846,2369.072565245837
KARNATAKA,2039,9,30270.480181455794,35322.90733634089,-5052.427154885097
KARNATAKA,2039,10,44454.89721024792,42501.11238310153,1953.7848271463877
KARNATAKA,2039,11,35665.63883330026,33712.79452692743,1952.8443063728387
KARNATAKA,2039,12,30020.765262741843,31248.12260870001,-1227.3573459581662
KARNATAKA,2040,1,37588.84253645931,38496.50571393923,-907.6631774799151
KARNATAKA,2040,2,52863.99870864054,45996.652330609264,6867.346378031272
KARNATAKA,2040,3,45497.28358888504,46781.34249221559,-1284.058903330549
KARNATAKA,2040,4,40435.56642906047,39412.11788759787,1023.4485414626014
KARNATAKA,2040,5,43441.6239163712,37509.76796129043,5931.855955080771
KARNATAKA,2040,6,38506.79720052839,37970.447716985356,536.3494835430338
KARNATAKA,2040,7,44713.26141651197,39438.09887374133,5275.162542770643
KARNATAKA,2040,8,42547.0112375335,36131.247436237194,6415.763801296309
KARNATAKA,2040,9,41544.01813580158,41680.472643212226,-136.45450741064474
KARNATAKA,2040,10,28175.163888018345,28921.921141825904,-746.7572538075593
KARNATAKA,2040,11,43420.08716561101,39735.96189608839,3684.125269522618
KARNATAKA,2040,12,38383.540340386884,33075.01688260289,5308.523457783991
KARNATAKA,2041,1,44942.94499519607,45283.80006716217,-340.85507196610513
KARNATAKA,2041,2,42889.84965396573,38471.87933466815,4417.970319297582
KARNATAKA,2041,3,52318.42960764814,49773.453902568166,2544.9757050799717
KARNATAKA,2041,4,49164.51950134862,50232.14199658537,-1067.6224952367497
KARNATAKA,2041,5,38926.5765319613,35820.92249758261,3105.65403437869
KARNATAKA,2041,6,34404.75750612048,35645.68382714091,-1240.9263210204308
KARNATAKA,2041,7,25742.75975230519,27144.80362312549,-1402.043870820299
KARNATAKA,2041,8,42016.81783225935,39962.72801971397,2054.089812545379
KARNATAKA,2041,9,36120.773311904726,39238.08363809937,-3117.31032619465
KARNATAKA,2041,10,42247.88302901768,42220.18952817534,27.693500842339404
KARNATAKA,2041,11,39567.57729907292,36389.88734088357,3177.689958189349
KARNATAKA,2041,12,51452.74742898922,45701.32493866067,5751.422490328548
KARNATAKA,2042,1,48001.350870780676,46219.82622041738,1781.524650363298
KARNATAKA,2042,2,44089.75419463783,44161.282539144726,-71.52834450689602
KARNATAKA,2042,3,42302.33878222305,41859.308580420184,443.0302018028667
KARNATAKA,2042,4,31994.18318869201,30920.706188107226,1073.4770005847845
KARNATAKA,2042,5,49233.673988124334,44782.282483949406,4451.391504174926
KARNATAKA,2042,6,37815.25654795266,38718.109899610914,-902.8533516582552
KARNATAKA,2042,7,37628.66683043076,38334.70008641201,-706.0332559812525
KARNATAKA,2042,8,35586.36381353118,37266.51411843684,-1680.1503049056614
KARNATAKA,2042,9,43252.8316590004,39348.774705911164,3904.056953089241
KARNATAKA,2042,10,31700.949518894497,28771.53022308167,2929.4192958128283
KERALA,2020,1,46473.3147356389,45072.02260661401,1401.2921290248892
KERALA,2020,2,39902.1773179292,41686.11907733313,-1783.941759403935
KERALA,2020,3,34672.320427941224,34414.039218785176,258.28120915604774
KERALA,2020,4,43879.24621347563,40395.08544886334,3484.1607646122857
KERALA,2020,5,43065.946231714544,39648.08774096521,3417.858490749341
KERALA,2020,6,30066.0412506264,30087.920430899558,-21.87918027315726
KERALA,2020,7,44780.097998122204,39737.64250943267,5042.45548868954
KERALA,2020,8,41160.30141721821,39827.08574316361,1333.2156740545977
KERALA,2020,9,38905.95518088075,37909.4658715982,996.4893092825523
KERALA,2020,10,34976.507238954866,36765.52985554189,-1789.0226165870251
KERALA,2020,11,44605.79091527391,42063.57060396748,2542.2203113064324
KERALA,2020,12,40336.55955218604,38734.16374382963,1602.3958083564112
KERALA,2021,1,37855.31716945031,26923.929135062946,10931.388034387362
KERALA,2021,2,36013.992690720675,32998.91944405525,3015.0732466654235
KERALA,2021,3,42268.46516390729,36588.92065881287,5679.544505094419
KERALA,2021,4,38817.3605628104,38834.13111965206,-16.77055684166089
KERALA,2021,5,45726.465665223375,40123.31817267744,5603.14749254593
KERALA,2021,6,32563.67760068986,31250.953159262106,1312.7244414277563
KERALA,2021,7,46429.74546952059,39547.22393868673,6882.521530833854
KERALA,2021,8,57650.82076920353,54574.60497336583,3076.215795837694
KERALA,2021,9,37485.86726805839,31369.15773482565,6116.709533232739
KERALA,2021,10,38447.46773701178,43982.59591586599,-5535.128178854212
KERALA,2021,11,39586.47344818018,36400.80685791661,3185.666590263577
KERALA,2021,12,41432.462211784,34248.999912803425,7183.46229898057
KERALA,2022,1,40868.7890772822,40929.14241679272,-60.35333951052138
KERALA,2022,2,46503.504574664315,40208.837948021144,6294.666626643169
KERALA,2022,3,40856.22193043086,36282.80819090085,4573.413739530012
KERALA,2022,4,33911.13369735638,35074.31511901923,-1163.1814216628468
KERALA,2022,5,41517.99957619126,45718.76931212899,-4200.769735937727
KERALA,2022,6,45383.860213256,42176.00197675971,3207.8582364962876
KERALA,2022,7,41795.91001757702,40989.2157141396,806.6943034374177
KERALA,2022,8,31974.8381992793,34194.836069503915,-2219.9978702246117
KERALA,2022,9,36014.092413980696,37016.20554144777,-1002.1131274670779
KERALA,2022,10,41720.2240795404,42321.78157995131,-601.5575004109073
KERALA,2022,11,48251.580902567795,43482.66128414235,4768.919618425442
KERALA,2022,12,45771.708215350955,42712.32600049227,3059.38221485868
KERALA,2023,1,48487.47687649099,46562.02660177736,1925.4502747136276
KERALA,2023,2,26905.331517466835,28506.151171228186,-1600.8196537613512
KERALA,2023,3,39483.0379958303,37760.04298035347,1722.9950154768287
KERALA,2023,4,43109.51541284254,43698.92368554958,-589.4082727070308
KERALA,2023,5,42403.35226480418,41036.59872903327,1366.7535357709182
KERALA,2023,6,50568.733640827595,44411.8037501015,6156.929890726099
KERALA,2023,7,25314.566794407812,28663.92807885445,-3349.361284446636
KERALA,2023,8,36835.40371301178,36341.52943934647,493.87427366530926
KERALA,2023,9,38170.46516716459,34756.69586391163,3413.769303252964
KERALA,2023,10,30937.942343174498,32138.528716860237,-1200.5863736857402
KERALA,2023,11,23761.104137942093,25087.742646823397,-1326.6385088813033
KERALA,2023,12,48458.47835327098,42292.18088630951,6166.2974669614705
KERALA,2024,1,44936.78184409235,39272.75293959651,5664.028904495837
KERALA,2024,2,27074.94010928741,29438.46123592442,-2363.521126637012
KERALA,2024,3,53180.38409317582,49342.85230533979,3837.53178783603
KERALA,2024,4,38631.46982717964,34458.69826639983,4172.771560779811
KERALA,2024,5,40038.474139482925,42079.598155331485,-2041.1240158485584
KERALA,2024,6,42133.17850368668,37281.180670536145,4851.997833150535
KERALA,2024,7,40424.15756578797,36166.021190797335,4258.136374990637
KERALA,2024,8,40884.388971426175,34198.17762439048,6686.211347035697
KERALA,2024,9,35908.98291831194,34352.35132990889,1556.6315884030473
KERALA,2024,10,42929.92567759715,41242.116182197846,1687.8094953993063
KERALA,2024,11,42761.015209239675,42787.5117979556,-26.496588715929192
KERALA,2024,12,54119.24408976119,49810.481144991565,4308.762944769622
KERALA,2025,1,31628.740245450714,31716.887370402143,-88.14712495142697
KERALA,2025,2,41709.0012904188,40175.38185141817,1533.619439000625
KERALA,2025,3,42997.39015877099,38258.44900836594,4738.941150405053
KERALA,2025,4,37010.627828860146,35312.51809988642,1698.1097289737268
KERALA,2025,5,46438.99186254037,51118.29118576893,-4679.29932322856
KERALA,2025,6,37506.82268142445,35057.55588951184,2449.2667919126065
KERALA,2025,7,24695.45126826592,29529.964437490526,-4834.513169224607
KERALA,2025,8,39173.27762086941,36484.34313290661,2688.9344879627993
KERALA,2025,9,38012.71261103863,33653.71883095942,4358.993780079214
KERALA,2025,10,29133.44005681275,31132.530733478507,-1999.0906766657572
KERALA,2025,11,32404.754862669706,33338.63071063112,-933.8758479614197
KERALA,2025,12,37569.682619845145,33283.18461589103,4286.498003954117
KERALA,2026,1,35577.961680437125,36850.162931874016,-1272.2012514368923
KERALA,2026,2,31990.860644584285,29612.864694676595,2377.9959499076904
KERALA,2026,3,40670.64473156856,39724.818106610495,945.8266249580606
KERALA,2026,4,42073.77642493528,36159.843793203785,5913.9326317314935
KERALA,2026,5,40156.08775578514,36826.1509861987,3329.936769586444
KERALA,2026,6,47001.49867825491,42132.42481179048,4869.073866464431
KERALA,2026,7,48724.86279329077,43132.698734458,5592.164058832777
KERALA,2026,8,43560.21889370978,44330.8362107844,-770.617317074622
KERALA,2026,9,41673.31360580751,40588.46219906522,1084.8514067422916
KERALA,2026,10,48176.68329012147,47980.081777157524,196.60151296394417
KERALA,2026,11,36866.01498887469,36131.87537167331,734.1396172013735
KERALA,2026,12,37028.23628986546,32699.22501673253,4329.01127313293
KERALA,2027,1,51094.82180457606,49710.88334436871,1383.9384602073496
KERALA,2027,2,35850.55659253657,34243.882199873486,1606.674392663093
KERALA,2027,3,38442.60694923896,33537.45884727168,4905.148101967275
KERALA,2027,4,47663.64855080588,42957.04553603912,4706.603014766759
KERALA,2027,5,46818.702591354064,45086.72723671897,1731.9753546350903
KERALA,2027,6,35341.14528253995,33000.86017661386,2340.285105926091
KERALA,2027,7,46341.75253188105,45267.37648266805,1074.3760492130025
KERALA,2027,8,53150.09908544353,44304.96827472872,8845.130810714802
KERALA,2027,9,39889.14389693294,40876.051639021796,-986.9077420888599
KERALA,2027,10,42939.68177140462,41610.18391817276,1329.4978532318605
KERALA,2027,11,38397.38740497404,38179.20887443348,218.17853054055468
KERALA,2027,12,37545.91933806951,36865.298156415156,680.6211816543539
KERALA,2028,1,43136.72046382314,45543.34723331664,-2406.626769493505
KERALA,2028,2,35505.521883441055,36121.03873558128,-615.5168521402238
KERALA,2028,3,42615.95217329022,41663.86793115303,952.0842421371956
KERALA,2028,4,45257.53926330637,37504.95152676109,7752.587736545272
KERALA,2028,5,41360.58532338855,36796.21005650325,4564.375266885302
KERALA,2028,6,51006.17007533461,44637.68916793234,6368.480907402265
KERALA,2028,7,46524.871439910334,43398.01195396134,3126.859485948999
KERALA,2028,8,38333.49139005125,34810.18034274555,3523.31104730569
KERALA,2028,9,35470.1235824027,37418.82987024391,-1948.706287841214
KERALA,2028,10,45713.1754781631,41775.84147356515,3937.3340045979503
KERALA,2028,11,41684.81132317884,38519.30139615131,3165.5099270275305
KERALA,2028,12,50407.072519441695,45080.930173820736,5326.142345620953
KERALA,2029,1,44652.29038302841,37511.152094003875,7141.138289024538
KERALA,2029,2,27773.57287161325,31480.01097079056,-3706.438099177313
KERALA,2029,3,44448.65023256184,42529.23384993087,1919.416382630975
KERALA,2029,4,41667.31796725967,37600.44734995737,4066.870617302299
KERALA,2029,5,38469.26244652492,38175.89702616369,293.3654203612239
KERALA,2029,6,43581.411890792595,42568.36694080947,1013.0449499831279
KERALA,2029,7,40489.54024849121,36194.33054855806,4295.209699933157
KERALA,2029,8,50819.517385231404,46873.937685228215,3945.5797000031907
KERALA,2029,9,34438.45643286558,32548.09911761946,1890.357315246125
KERALA,2029,10,45841.73871254602,43599.58036071224,2242.15835183378
KERALA,2029,11,48175.150038778185,46502.46647772068,1672.6835610575047
KERALA,2029,12,45581.15368361959,44360.138025691704,1221.015657927887
KERALA,2030,1,39872.82748085022,38397.95211019699,1474.8753706532298
KERALA,2030,2,39538.31571412428,38440.18752188554,1098.1281922387325
KERALA,2030,3,47664.13008694438,41257.933003672304,6406.197083272074
KERALA,2030,4,50141.621648682725,44556.258262991585,5585.363385691139
KERALA,2030,5,36649.09178179497,34427.138624844716,2221.953156950254
KERALA,2030,6,35508.62837987739,31257.360284667844,4251.268095209546
KERALA,2030,7,45819.82658121063,40188.008749194385,5631.817832016248
KERALA,2030,8,42373.39466082781,37638.60717543234,4734.787485395466
KERALA,2030,9,32933.34439257251,34764.08638506998,-1830.7419924974688
KERALA,2030,10,35014.45865579977,36870.84204450715,-1856.3833887073804
KERALA,2030,11,31650.639798630673,31456.257979535847,194.38181909482358
KERALA,2030,12,43921.381976222474,41366.15084205858,2555.2311341638906
KERALA,2031,1,36168.60534942516,34339.92029801989,1828.6850514052705
KERALA,2031,2,49397.230974079546,43024.32395332528,6372.907020754268
KERALA,2031,3,34730.06987842215,36976.390036406934,-2246.320157984779
KERALA,2031,4,41896.37323701113,38864.03988164486,3032.3333553662756
KERALA,2031,5,44544.107133536396,43106.1879239166,1437.9192096197985
KERALA,2031,6,38661.10578600279,37131.35834681592,1529.747439186874
KERALA,2031,7,52025.08249286926,42058.62936914555,9966.453123723713
KERALA,2031,8,44062.50289886157,44370.17252826366,-307.669629402095
KERALA,2031,9,46231.30807433366,44757.68916951366,1473.6189048200015
KERALA,2031,10,39657.5674751071,35950.95906462192,3706.6084104851707
KERALA,2031,11,30001.431672067505,33540.630166137795,-3539.1984940702905
KERALA,2031,12,42163.766692803,40636.609721757435,1527.1569710455694
KERALA,2032,1,36976.60550915692,33008.56580121238,3968.0397079445393
KERALA,2032,2,37341.2514225945,35332.719908802945,2008.531513791552
KERALA,2032,3,41489.14667587274,39018.23093719274,2470.9157386800034
KERALA,2032,4,49363.750860724685,44841.48261514424,4522.268245580448
KERALA,2032,5,44873.02415432157,42369.975758503344,2503.04839581822
KERALA,2032,6,44316.29956880732,36790.22980699463,7526.0697618126915
KERALA,2032,7,38200.58330808977,36257.02325737342,1943.5600507163497
KERALA,2032,8,37684.84435754387,32690.750573015033,4994.09378452884
KERALA,2032,9,32655.88733011298,36342.634955204936,-3686.7476250919553
KERALA,2032,10,36113.40262234435,36894.419933143756,-781.0173107994008
KERALA,2032,11,29282.31974242422,29350.410518429504,-68.09077600528167
KERALA,2032,12,33853.476895503256,36472.57809243485,-2619.1011969315955
KERALA,2033,1,50357.091157474046,45557.203823357144,4799.887334116904
KERALA,2033,2,40879.97859317033,36563.617143323434,4316.361449846897
KERALA,2033,3,35249.49431365209,27784.274688842717,7465.219624809372
KERALA,2033,4,42557.608706846615,36359.0195156364,6198.589191210215
KERALA,2033,5,41523.48035737191,42282.55111227472,-759.0707549028033
KERALA,2033,6,44029.47543445128,39134.91470846016,4894.560725991122
KERALA,2033,7,47245.64289470974,43815.148648057184,3430.4942466525536
KERALA,2033,8,34193.24458900012,35505.945710164204,-1312.7011211640863
KERALA,2033,9,27045.488898168882,26614.792351216758,430.6965469521265
KERALA,2033,10,48280.236068141356,48676.42248525479,-396.18641711343474
KERALA,2033,11,51365.55186170475,46222.069654403094,5143.482207301653
KERALA,2033,12,41442.73750002478,42635.42834838887,-1192.6908483640946
KERALA,2034,1,44965.842853619615,40939.759215294616,4026.083638324994
